date_id,full_date,year,quarter,month,month_name,day_name,is_weekend
168,2021-12-15,2021,4,12,December,Wednesday,False
169,2021-12-16,2021,4,12,December,Thursday,False
170,2021-12-17,2021,4,12,December,Friday,True
171,2021-12-18,2021,4,12,December,Saturday,True
172,2021-12-19,2021,4,12,December,Sunday,False
173,2021-12-20,2021,4,12,December,Monday,False
174,2021-12-21,2021,4,12,December,Tuesday,False
175,2021-12-22,2021,4,12,December,Wednesday,False
176,2021-12-23,2021,4,12,December,Thursday,False
177,2021-12-24,2021,4,12,December,Friday,True
178,2021-12-25,2021,4,12,December,Saturday,True
179,2021-12-26,2021,4,12,December,Sunday,False
180,2021-12-27,2021,4,12,December,Monday,False
181,2021-12-28,2021,4,12,December,Tuesday,False
182,2021-12-29,2021,4,12,December,Wednesday,False
183,2021-12-30,2021,4,12,December,Thursday,False
184,2021-12-31,2021,4,12,December,Friday,True
185,2022-01-01,2022,1,1,January,Saturday,True
186,2022-01-02,2022,1,1,January,Sunday,False
187,2022-01-03,2022,1,1,January,Monday,False
188,2022-01-04,2022,1,1,January,Tuesday,False
189,2022-01-05,2022,1,1,January,Wednesday,False
190,2022-01-06,2022,1,1,January,Thursday,False
191,2022-01-07,2022,1,1,January,Friday,True
192,2022-01-08,2022,1,1,January,Saturday,True
193,2022-01-09,2022,1,1,January,Sunday,False
194,2022-01-10,2022,1,1,January,Monday,False
195,2022-01-11,2022,1,1,January,Tuesday,False
196,2022-01-12,2022,1,1,January,Wednesday,False
197,2022-01-13,2022,1,1,January,Thursday,False
198,2022-01-14,2022,1,1,January,Friday,True
199,2022-01-15,2022,1,1,January,Saturday,True
200,2022-01-16,2022,1,1,January,Sunday,False
201,2022-01-17,2022,1,1,January,Monday,False
202,2022-01-18,2022,1,1,January,Tuesday,False
203,2022-01-19,2022,1,1,January,Wednesday,False
204,2022-01-20,2022,1,1,January,Thursday,False
205,2022-01-21,2022,1,1,January,Friday,True
206,2022-01-22,2022,1,1,January,Saturday,True
207,2022-01-23,2022,1,1,January,Sunday,False
208,2022-01-24,2022,1,1,January,Monday,False
209,2022-01-25,2022,1,1,January,Tuesday,False
210,2022-01-26,2022,1,1,January,Wednesday,False
211,2022-01-27,2022,1,1,January,Thursday,False
212,2022-01-28,2022,1,1,January,Friday,True
213,2022-01-29,2022,1,1,January,Saturday,True
214,2022-01-30,2022,1,1,January,Sunday,False
215,2022-01-31,2022,1,1,January,Monday,False
216,2022-02-01,2022,1,2,February,Tuesday,False
217,2022-02-02,2022,1,2,February,Wednesday,False
218,2022-02-03,2022,1,2,February,Thursday,False
219,2022-02-04,2022,1,2,February,Friday,True
220,2022-02-05,2022,1,2,February,Saturday,True
221,2022-02-06,2022,1,2,February,Sunday,False
222,2022-02-07,2022,1,2,February,Monday,False
223,2022-02-08,2022,1,2,February,Tuesday,False
224,2022-02-09,2022,1,2,February,Wednesday,False
225,2022-02-10,2022,1,2,February,Thursday,False
226,2022-02-11,2022,1,2,February,Friday,True
227,2022-02-12,2022,1,2,February,Saturday,True
228,2022-02-13,2022,1,2,February,Sunday,False
229,2022-02-14,2022,1,2,February,Monday,False
230,2022-02-15,2022,1,2,February,Tuesday,False
231,2022-02-16,2022,1,2,February,Wednesday,False
232,2022-02-17,2022,1,2,February,Thursday,False
233,2022-02-18,2022,1,2,February,Friday,True
234,2022-02-19,2022,1,2,February,Saturday,True
235,2022-02-20,2022,1,2,February,Sunday,False
236,2022-02-21,2022,1,2,February,Monday,False
237,2022-02-22,2022,1,2,February,Tuesday,False
238,2022-02-23,2022,1,2,February,Wednesday,False
239,2022-02-24,2022,1,2,February,Thursday,False
240,2022-02-25,2022,1,2,February,Friday,True
241,2022-02-26,2022,1,2,February,Saturday,True
242,2022-02-27,2022,1,2,February,Sunday,False
243,2022-02-28,2022,1,2,February,Monday,False
244,2022-03-01,2022,1,3,March,Tuesday,False
245,2022-03-02,2022,1,3,March,Wednesday,False
246,2022-03-03,2022,1,3,March,Thursday,False
247,2022-03-04,2022,1,3,March,Friday,True
248,2022-03-05,2022,1,3,March,Saturday,True
249,2022-03-06,2022,1,3,March,Sunday,False
250,2022-03-07,2022,1,3,March,Monday,False
251,2022-03-08,2022,1,3,March,Tuesday,False
252,2022-03-09,2022,1,3,March,Wednesday,False
253,2022-03-10,2022,1,3,March,Thursday,False
254,2022-03-11,2022,1,3,March,Friday,True
255,2022-03-12,2022,1,3,March,Saturday,True
256,2022-03-13,2022,1,3,March,Sunday,False
257,2022-03-14,2022,1,3,March,Monday,False
258,2022-03-15,2022,1,3,March,Tuesday,False
259,2022-03-16,2022,1,3,March,Wednesday,False
260,2022-03-17,2022,1,3,March,Thursday,False
261,2022-03-18,2022,1,3,March,Friday,True
262,2022-03-19,2022,1,3,March,Saturday,True
263,2022-03-20,2022,1,3,March,Sunday,False
264,2022-03-21,2022,1,3,March,Monday,False
265,2022-03-22,2022,1,3,March,Tuesday,False
266,2022-03-23,2022,1,3,March,Wednesday,False
267,2022-03-24,2022,1,3,March,Thursday,False
268,2022-03-25,2022,1,3,March,Friday,True
269,2022-03-26,2022,1,3,March,Saturday,True
270,2022-03-27,2022,1,3,March,Sunday,False
271,2022-03-28,2022,1,3,March,Monday,False
272,2022-03-29,2022,1,3,March,Tuesday,False
273,2022-03-30,2022,1,3,March,Wednesday,False
274,2022-03-31,2022,1,3,March,Thursday,False
275,2022-04-01,2022,2,4,April,Friday,True
276,2022-04-02,2022,2,4,April,Saturday,True
277,2022-04-03,2022,2,4,April,Sunday,False
278,2022-04-04,2022,2,4,April,Monday,False
279,2022-04-05,2022,2,4,April,Tuesday,False
280,2022-04-06,2022,2,4,April,Wednesday,False
281,2022-04-07,2022,2,4,April,Thursday,False
282,2022-04-08,2022,2,4,April,Friday,True
283,2022-04-09,2022,2,4,April,Saturday,True
284,2022-04-10,2022,2,4,April,Sunday,False
285,2022-04-11,2022,2,4,April,Monday,False
286,2022-04-12,2022,2,4,April,Tuesday,False
287,2022-04-13,2022,2,4,April,Wednesday,False
288,2022-04-14,2022,2,4,April,Thursday,False
289,2022-04-15,2022,2,4,April,Friday,True
290,2022-04-16,2022,2,4,April,Saturday,True
291,2022-04-17,2022,2,4,April,Sunday,False
292,2022-04-18,2022,2,4,April,Monday,False
293,2022-04-19,2022,2,4,April,Tuesday,False
294,2022-04-20,2022,2,4,April,Wednesday,False
295,2022-04-21,2022,2,4,April,Thursday,False
296,2022-04-22,2022,2,4,April,Friday,True
297,2022-04-23,2022,2,4,April,Saturday,True
298,2022-04-24,2022,2,4,April,Sunday,False
299,2022-04-25,2022,2,4,April,Monday,False
300,2022-04-26,2022,2,4,April,Tuesday,False
301,2022-04-27,2022,2,4,April,Wednesday,False
302,2022-04-28,2022,2,4,April,Thursday,False
303,2022-04-29,2022,2,4,April,Friday,True
304,2022-04-30,2022,2,4,April,Saturday,True
305,2022-05-01,2022,2,5,May,Sunday,False
306,2022-05-02,2022,2,5,May,Monday,False
307,2022-05-03,2022,2,5,May,Tuesday,False
308,2022-05-04,2022,2,5,May,Wednesday,False
309,2022-05-05,2022,2,5,May,Thursday,False
310,2022-05-06,2022,2,5,May,Friday,True
311,2022-05-07,2022,2,5,May,Saturday,True
312,2022-05-08,2022,2,5,May,Sunday,False
313,2022-05-09,2022,2,5,May,Monday,False
314,2022-05-10,2022,2,5,May,Tuesday,False
315,2022-05-11,2022,2,5,May,Wednesday,False
316,2022-05-12,2022,2,5,May,Thursday,False
317,2022-05-13,2022,2,5,May,Friday,True
318,2022-05-14,2022,2,5,May,Saturday,True
319,2022-05-15,2022,2,5,May,Sunday,False
320,2022-05-16,2022,2,5,May,Monday,False
321,2022-05-17,2022,2,5,May,Tuesday,False
322,2022-05-18,2022,2,5,May,Wednesday,False
323,2022-05-19,2022,2,5,May,Thursday,False
324,2022-05-20,2022,2,5,May,Friday,True
325,2022-05-21,2022,2,5,May,Saturday,True
326,2022-05-22,2022,2,5,May,Sunday,False
327,2022-05-23,2022,2,5,May,Monday,False
328,2022-05-24,2022,2,5,May,Tuesday,False
329,2022-05-25,2022,2,5,May,Wednesday,False
330,2022-05-26,2022,2,5,May,Thursday,False
331,2022-05-27,2022,2,5,May,Friday,True
332,2022-05-28,2022,2,5,May,Saturday,True
333,2022-05-29,2022,2,5,May,Sunday,False
334,2022-05-30,2022,2,5,May,Monday,False
335,2022-05-31,2022,2,5,May,Tuesday,False
336,2022-06-01,2022,2,6,June,Wednesday,False
337,2022-06-02,2022,2,6,June,Thursday,False
338,2022-06-03,2022,2,6,June,Friday,True
339,2022-06-04,2022,2,6,June,Saturday,True
340,2022-06-05,2022,2,6,June,Sunday,False
341,2022-06-06,2022,2,6,June,Monday,False
342,2022-06-07,2022,2,6,June,Tuesday,False
343,2022-06-08,2022,2,6,June,Wednesday,False
344,2022-06-09,2022,2,6,June,Thursday,False
345,2022-06-10,2022,2,6,June,Friday,True
346,2022-06-11,2022,2,6,June,Saturday,True
347,2022-06-12,2022,2,6,June,Sunday,False
348,2022-06-13,2022,2,6,June,Monday,False
349,2022-06-14,2022,2,6,June,Tuesday,False
350,2022-06-15,2022,2,6,June,Wednesday,False
351,2022-06-16,2022,2,6,June,Thursday,False
352,2022-06-17,2022,2,6,June,Friday,True
353,2022-06-18,2022,2,6,June,Saturday,True
354,2022-06-19,2022,2,6,June,Sunday,False
355,2022-06-20,2022,2,6,June,Monday,False
356,2022-06-21,2022,2,6,June,Tuesday,False
357,2022-06-22,2022,2,6,June,Wednesday,False
358,2022-06-23,2022,2,6,June,Thursday,False
359,2022-06-24,2022,2,6,June,Friday,True
360,2022-06-25,2022,2,6,June,Saturday,True
361,2022-06-26,2022,2,6,June,Sunday,False
362,2022-06-27,2022,2,6,June,Monday,False
363,2022-06-28,2022,2,6,June,Tuesday,False
364,2022-06-29,2022,2,6,June,Wednesday,False
365,2022-06-30,2022,2,6,June,Thursday,False
366,2022-07-01,2022,3,7,July,Friday,True
367,2022-07-02,2022,3,7,July,Saturday,True
368,2022-07-03,2022,3,7,July,Sunday,False
369,2022-07-04,2022,3,7,July,Monday,False
370,2022-07-05,2022,3,7,July,Tuesday,False
371,2022-07-06,2022,3,7,July,Wednesday,False
372,2022-07-07,2022,3,7,July,Thursday,False
373,2022-07-08,2022,3,7,July,Friday,True
374,2022-07-09,2022,3,7,July,Saturday,True
375,2022-07-10,2022,3,7,July,Sunday,False
376,2022-07-11,2022,3,7,July,Monday,False
377,2022-07-12,2022,3,7,July,Tuesday,False
378,2022-07-13,2022,3,7,July,Wednesday,False
379,2022-07-14,2022,3,7,July,Thursday,False
380,2022-07-15,2022,3,7,July,Friday,True
381,2022-07-16,2022,3,7,July,Saturday,True
382,2022-07-17,2022,3,7,July,Sunday,False
383,2022-07-18,2022,3,7,July,Monday,False
384,2022-07-19,2022,3,7,July,Tuesday,False
385,2022-07-20,2022,3,7,July,Wednesday,False
386,2022-07-21,2022,3,7,July,Thursday,False
387,2022-07-22,2022,3,7,July,Friday,True
388,2022-07-23,2022,3,7,July,Saturday,True
389,2022-07-24,2022,3,7,July,Sunday,False
390,2022-07-25,2022,3,7,July,Monday,False
391,2022-07-26,2022,3,7,July,Tuesday,False
392,2022-07-27,2022,3,7,July,Wednesday,False
393,2022-07-28,2022,3,7,July,Thursday,False
394,2022-07-29,2022,3,7,July,Friday,True
395,2022-07-30,2022,3,7,July,Saturday,True
396,2022-07-31,2022,3,7,July,Sunday,False
397,2022-08-01,2022,3,8,August,Monday,False
398,2022-08-02,2022,3,8,August,Tuesday,False
399,2022-08-03,2022,3,8,August,Wednesday,False
400,2022-08-04,2022,3,8,August,Thursday,False
401,2022-08-05,2022,3,8,August,Friday,True
402,2022-08-06,2022,3,8,August,Saturday,True
403,2022-08-07,2022,3,8,August,Sunday,False
404,2022-08-08,2022,3,8,August,Monday,False
405,2022-08-09,2022,3,8,August,Tuesday,False
406,2022-08-10,2022,3,8,August,Wednesday,False
407,2022-08-11,2022,3,8,August,Thursday,False
408,2022-08-12,2022,3,8,August,Friday,True
409,2022-08-13,2022,3,8,August,Saturday,True
410,2022-08-14,2022,3,8,August,Sunday,False
411,2022-08-15,2022,3,8,August,Monday,False
412,2022-08-16,2022,3,8,August,Tuesday,False
413,2022-08-17,2022,3,8,August,Wednesday,False
414,2022-08-18,2022,3,8,August,Thursday,False
415,2022-08-19,2022,3,8,August,Friday,True
416,2022-08-20,2022,3,8,August,Saturday,True
417,2022-08-21,2022,3,8,August,Sunday,False
418,2022-08-22,2022,3,8,August,Monday,False
419,2022-08-23,2022,3,8,August,Tuesday,False
420,2022-08-24,2022,3,8,August,Wednesday,False
421,2022-08-25,2022,3,8,August,Thursday,False
422,2022-08-26,2022,3,8,August,Friday,True
423,2022-08-27,2022,3,8,August,Saturday,True
424,2022-08-28,2022,3,8,August,Sunday,False
425,2022-08-29,2022,3,8,August,Monday,False
426,2022-08-30,2022,3,8,August,Tuesday,False
427,2022-08-31,2022,3,8,August,Wednesday,False
428,2022-09-01,2022,3,9,September,Thursday,False
429,2022-09-02,2022,3,9,September,Friday,True
430,2022-09-03,2022,3,9,September,Saturday,True
431,2022-09-04,2022,3,9,September,Sunday,False
432,2022-09-05,2022,3,9,September,Monday,False
433,2022-09-06,2022,3,9,September,Tuesday,False
434,2022-09-07,2022,3,9,September,Wednesday,False
435,2022-09-08,2022,3,9,September,Thursday,False
436,2022-09-09,2022,3,9,September,Friday,True
437,2022-09-10,2022,3,9,September,Saturday,True
438,2022-09-11,2022,3,9,September,Sunday,False
439,2022-09-12,2022,3,9,September,Monday,False
440,2022-09-13,2022,3,9,September,Tuesday,False
441,2022-09-14,2022,3,9,September,Wednesday,False
442,2022-09-15,2022,3,9,September,Thursday,False
443,2022-09-16,2022,3,9,September,Friday,True
444,2022-09-17,2022,3,9,September,Saturday,True
445,2022-09-18,2022,3,9,September,Sunday,False
446,2022-09-19,2022,3,9,September,Monday,False
447,2022-09-20,2022,3,9,September,Tuesday,False
448,2022-09-21,2022,3,9,September,Wednesday,False
449,2022-09-22,2022,3,9,September,Thursday,False
450,2022-09-23,2022,3,9,September,Friday,True
451,2022-09-24,2022,3,9,September,Saturday,True
452,2022-09-25,2022,3,9,September,Sunday,False
453,2022-09-26,2022,3,9,September,Monday,False
454,2022-09-27,2022,3,9,September,Tuesday,False
455,2022-09-28,2022,3,9,September,Wednesday,False
456,2022-09-29,2022,3,9,September,Thursday,False
457,2022-09-30,2022,3,9,September,Friday,True
458,2022-10-01,2022,4,10,October,Saturday,True
459,2022-10-02,2022,4,10,October,Sunday,False
460,2022-10-03,2022,4,10,October,Monday,False
461,2022-10-04,2022,4,10,October,Tuesday,False
462,2022-10-05,2022,4,10,October,Wednesday,False
463,2022-10-06,2022,4,10,October,Thursday,False
464,2022-10-07,2022,4,10,October,Friday,True
465,2022-10-08,2022,4,10,October,Saturday,True
466,2022-10-09,2022,4,10,October,Sunday,False
467,2022-10-10,2022,4,10,October,Monday,False
468,2022-10-11,2022,4,10,October,Tuesday,False
469,2022-10-12,2022,4,10,October,Wednesday,False
470,2022-10-13,2022,4,10,October,Thursday,False
471,2022-10-14,2022,4,10,October,Friday,True
472,2022-10-15,2022,4,10,October,Saturday,True
473,2022-10-16,2022,4,10,October,Sunday,False
474,2022-10-17,2022,4,10,October,Monday,False
475,2022-10-18,2022,4,10,October,Tuesday,False
476,2022-10-19,2022,4,10,October,Wednesday,False
477,2022-10-20,2022,4,10,October,Thursday,False
478,2022-10-21,2022,4,10,October,Friday,True
479,2022-10-22,2022,4,10,October,Saturday,True
480,2022-10-23,2022,4,10,October,Sunday,False
481,2022-10-24,2022,4,10,October,Monday,False
482,2022-10-25,2022,4,10,October,Tuesday,False
483,2022-10-26,2022,4,10,October,Wednesday,False
484,2022-10-27,2022,4,10,October,Thursday,False
485,2022-10-28,2022,4,10,October,Friday,True
486,2022-10-29,2022,4,10,October,Saturday,True
487,2022-10-30,2022,4,10,October,Sunday,False
488,2022-10-31,2022,4,10,October,Monday,False
489,2022-11-01,2022,4,11,November,Tuesday,False
490,2022-11-02,2022,4,11,November,Wednesday,False
491,2022-11-03,2022,4,11,November,Thursday,False
492,2022-11-04,2022,4,11,November,Friday,True
493,2022-11-05,2022,4,11,November,Saturday,True
494,2022-11-06,2022,4,11,November,Sunday,False
495,2022-11-07,2022,4,11,November,Monday,False
496,2022-11-08,2022,4,11,November,Tuesday,False
497,2022-11-09,2022,4,11,November,Wednesday,False
498,2022-11-10,2022,4,11,November,Thursday,False
499,2022-11-11,2022,4,11,November,Friday,True
500,2022-11-12,2022,4,11,November,Saturday,True
501,2022-11-13,2022,4,11,November,Sunday,False
502,2022-11-14,2022,4,11,November,Monday,False
503,2022-11-15,2022,4,11,November,Tuesday,False
504,2022-11-16,2022,4,11,November,Wednesday,False
505,2022-11-17,2022,4,11,November,Thursday,False
506,2022-11-18,2022,4,11,November,Friday,True
507,2022-11-19,2022,4,11,November,Saturday,True
508,2022-11-20,2022,4,11,November,Sunday,False
509,2022-11-21,2022,4,11,November,Monday,False
510,2022-11-22,2022,4,11,November,Tuesday,False
511,2022-11-23,2022,4,11,November,Wednesday,False
512,2022-11-24,2022,4,11,November,Thursday,False
513,2022-11-25,2022,4,11,November,Friday,True
514,2022-11-26,2022,4,11,November,Saturday,True
515,2022-11-27,2022,4,11,November,Sunday,False
516,2022-11-28,2022,4,11,November,Monday,False
517,2022-11-29,2022,4,11,November,Tuesday,False
518,2022-11-30,2022,4,11,November,Wednesday,False
519,2022-12-01,2022,4,12,December,Thursday,False
520,2022-12-02,2022,4,12,December,Friday,True
521,2022-12-03,2022,4,12,December,Saturday,True
522,2022-12-04,2022,4,12,December,Sunday,False
523,2022-12-05,2022,4,12,December,Monday,False
524,2022-12-06,2022,4,12,December,Tuesday,False
525,2022-12-07,2022,4,12,December,Wednesday,False
526,2022-12-08,2022,4,12,December,Thursday,False
527,2022-12-09,2022,4,12,December,Friday,True
528,2022-12-10,2022,4,12,December,Saturday,True
529,2022-12-11,2022,4,12,December,Sunday,False
530,2022-12-12,2022,4,12,December,Monday,False
531,2022-12-13,2022,4,12,December,Tuesday,False
532,2022-12-14,2022,4,12,December,Wednesday,False
533,2022-12-15,2022,4,12,December,Thursday,False
534,2022-12-16,2022,4,12,December,Friday,True
535,2022-12-17,2022,4,12,December,Saturday,True
536,2022-12-18,2022,4,12,December,Sunday,False
537,2022-12-19,2022,4,12,December,Monday,False
538,2022-12-20,2022,4,12,December,Tuesday,False
539,2022-12-21,2022,4,12,December,Wednesday,False
540,2022-12-22,2022,4,12,December,Thursday,False
541,2022-12-23,2022,4,12,December,Friday,True
542,2022-12-24,2022,4,12,December,Saturday,True
543,2022-12-25,2022,4,12,December,Sunday,False
544,2022-12-26,2022,4,12,December,Monday,False
545,2022-12-27,2022,4,12,December,Tuesday,False
546,2022-12-28,2022,4,12,December,Wednesday,False
547,2022-12-29,2022,4,12,December,Thursday,False
548,2022-12-30,2022,4,12,December,Friday,True
549,2022-12-31,2022,4,12,December,Saturday,True
550,2023-01-01,2023,1,1,January,Sunday,False
551,2023-01-02,2023,1,1,January,Monday,False
552,2023-01-03,2023,1,1,January,Tuesday,False
553,2023-01-04,2023,1,1,January,Wednesday,False
554,2023-01-05,2023,1,1,January,Thursday,False
555,2023-01-06,2023,1,1,January,Friday,True
556,2023-01-07,2023,1,1,January,Saturday,True
557,2023-01-08,2023,1,1,January,Sunday,False
